"","Country","cri","MTCO2e","Moratoria_bans_limits","Subsidy_removal","Divestment","Sources","Notes","ISO2","ISO3","UN","CAT_rating","latitude","longitude","global_level","continent_level","mbl_country","mbl_city_region","divestment_city_region","divestment_non_government","subsidy_removal","MBL_Class_Moratorium","MBL_Class_Ban","MBL_Class_Partial_Ban","MBL_Class_Limitation","MBL_Type_Oil","MBL_Type_Gas","MBL_Type_Coal","MBL_Type_Offshore","MBL_Type_Oil_Gas","MBL_Type_Oil_Gas_Coal","MBL_Type_Coal_Gas","MBL_Type_All","MBL_Type_Ore","Div_Type_Full","Div_Type_Partial","Div_Type_Fossil_Free","Div_Type_Coal_Only","Div_Type_Coal_and_Tar_Sands_Only","Div_Orga_Faith_based_Organization","Div_Orga_NGO","Div_Orga_Pension_Fund","Div_Orga_For_Profit_Corporation","Div_Orga_Philanthropic_Foundation","Div_Orga_Government","Div_Orga_Educational_Institution","Div_Orga_Healthcare_Institution","Div_Orga_Cultural_Institution","Div_Orga_Other","Sr_Type_All","Sr_Type_Coal","Sr_Type_Gas","Sr_Type_Oil","Sr_Type_Oil_Gas","Sr_Type_Oil_Coal","Sr_Type_Gas_Coal","treaty_total","Moratoria_bans_limits_total","Divestment_total","Subsidy_removal_total","Policy_total","Government_policies_total","Non_Government_policies_total","oil_production_2020","gas_production_2020","coal_production_2020","oil_production_2020_cat","gas_production_2020_cat","coal_production_2020_cat","MTCO2e_cat","global_emissions_percent","fossil_fuel_share_energy_2019","ff_share_2019_cat","co2_oil_annual_2019","co2_gas_annual_2019","co2_coal_annual_2019","co2_oil_annual_2019_cat","co2_gas_annual_2019_cat","co2_coal_annual_2019_cat"
"1","Afghanistan",43.33,95.41,0,0,0,0,0,"AF","AFG",4,7,33,65,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.029418,0,"No data",3412321,270479,6992747,"1-5 million t","1-5 million t","5-10 million t"
"2","Angola",56,182.19,0,0,0,0,0,"AO","AGO",24,7,-12.5,18.5,"Global","Africa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,803.2828188392,0,0,"500-1000TWH","No data","No data","169-500 MTCO2e",0.104333,0,"No data",20863404,1384265,NA,"10-50 million t","1-5 million t",NA
"3","Albania",58,9.33,0,0,0,0,0,"AL","ALB",8,7,41,20,"Global","Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.01531,0,"No data",4145541,85935,567106,"1-5 million t","1-5 million t","1-5 million t"
"4","United Arab Emirates",109.17,259.43,0,0,0,0,0,"AE","ARE",784,1,24,54,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099.728807585,580.269469444444,0,"2000-4000TWh","500-1000TWH","No data","169-500 MTCO2e",0.52326,99.229,"95-100%",34422029,138545185,9327675,"10-50 million t","100-500 million t","5-10 million t"
"5","Argentina",63.67,469.73,2,0,2,0,0,"AR","ARG",32,0,-34,-64,"Global","South America",0,2,0,9,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,1,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,2,9,335.3491220949,416.158165833333,0,"1-500TWh","1-500TWh","No data","169-500 MTCO2e",0.491034,84.271,"80-90%",76107797,94827560,2168838,"50-100 million t","50-100 million t","1-5 million t"
"6","Armenia",98.33,9.36,0,0,0,0,0,"AM","ARM",51,7,40,45,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.016481,0,"No data",982115,4864757,5328,"1-5 million t","1-5 million t","1-5 million t"
"7","Antarctica",0,0,0,0,0,0,0,"AQ","ATA",10,7,-90,0,"Global","Antarctica",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"No data","No data","No data","No data",0,0,"No data",NA,NA,NA,NA,NA,NA
"8","Australia",35.5,507.17,5,1,89,0,0,"AU","AUS",36,2,-27,133,"Global","Oceania",0,8,30,183,1,5,2,1,0,0,6,1,0,1,0,0,0,0,188,11,5,8,1,27,7,112,10,16,30,7,2,1,1,0,0,0,1,0,0,0,8,8,213,1,230,39,183,224.0765949004,1431.49018833333,3669.87767777778,"1-500TWh","1000-1500TWH","3000-4000TWH","500-1000 MTCO2e",1.127881,91.433,"90-95",142063818,81216230,163626960,"100-500 million t","50-100 million t","100-500 million t"
"9","Austria",57,70.62,0,0,1,0,0,"AT","AUT",40,2,47.3333,13.3333,"Global","Europe",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.18796,66.298,"60-80%",34914975,17505554,12942650,"10-50 million t","10-50 million t","10-50 million t"
"10","Azerbaijan",124.5,73.05,0,0,0,0,0,"AZ","AZE",31,7,40.5,47.5,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.874872,243.182230555556,0,"1-500TWh","1-500TWh","No data","1-169 MTCO2e",0.109272,97.52,"95-100%",13464804,23199716,3664,"10-50 million t","10-50 million t","1-5 million t"
"11","Burundi",33,7.95,0,0,0,0,0,"BI","BDI",108,7,-3.5,30,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.001591,0,"No data",521804,NA,18094,"1-5 million t",NA,"1-5 million t"
"12","Belgium",52.83,107.63,0,0,16,0,0,"BE","BEL",56,2,50.8333,4,"Global","Europe",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,1,2,0,20,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,29,0,30,0,29,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.273614,78.684,"60-80%",44485907,37269303,13243231,"10-50 million t","10-50 million t","10-50 million t"
"13","Benin",124.5,27.36,0,0,0,0,0,"BJ","BEN",204,7,9.5,2.25,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.021948,0,"No data",6912615,79555,307954,"1-10 million t","1-5 million t","1-5 million t"
"14","Burkina Faso",61,38.61,0,0,0,0,0,"BF","BFA",854,7,13,-2,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.011803,0,"No data",4184479,NA,NA,"1-5 million t",NA,NA
"15","Bangladesh",46.17,203.15,0,0,0,0,0,"BD","BGD",50,7,24,90,"Global","Asia",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,252.844339166667,0,"No data","1-500TWh","No data","169-500 MTCO2e",0.280345,99.363,"95-100%",20503225,69333698,11528032,"10-50 million t","50-100 million t","10-50 million t"
"16","Bulgaria",42.5,44.11,1,0,0,0,0,"BG","BGR",100,2,43,25,"Global","Europe",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,56.7224525,"No data","No data","1-500TWh","1-169 MTCO2e",0.115271,70.059,"60-80%",13233547,5413712,20169135,"10-50 million t","1-10 million t","10-50 million t"
"17","Bosnia and Herzegovina",58.17,27.28,0,0,0,0,0,"BA","BIH",70,7,44,18,"Global","Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.073052,0,"No data",4604922,467041,21228659,"1-5 million t","1-5 million t","10-50 million t"
"18","Belarus",124.5,80.62,0,0,0,0,0,"BY","BLR",112,7,53,28,"Global","Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.171464,99.365,"95-100%",18246367,37468624,3589895,"10-50 million t","10-50 million t","1-5 million t"
"19","Belize",124.5,4.94,1,0,0,0,0,"BZ","BLZ",84,7,17.25,-88.75,"Global","North America",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.001736,0,"No data",632733,63,NA,"1-5 million t","1-5 million t",NA
"20","Bolivia",47,150.52,0,0,0,0,0,"BO","BOL",68,7,-17,-65,"Global","South America",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.503437222222,0,"No data","1-500TWh","No data","1-169 MTCO2e",0.061948,0,"No data",12282330,8736325,NA,"10-50 million t","1-10 million t",NA
"21","Brazil",76.17,1381.11,1,0,1,0,0,"BR","BRA",76,2,-10,-55,"Global","South America",0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,2,3,1753.506542979,257.465270555556,25.1442663888889,"1500-2000TWH","1-500TWh","1-500TWh","1000-5000 MTCO2e",1.277986,53.822,"40-60%",311350597,66084095,65710086,"100-500 million t","50-100 million t","50-100 million t"
"22","Brunei Darussalam",124.5,16.64,0,0,0,0,0,"BN","BRN",96,7,4.5,114.6667,"Global","Asia",2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,68.62962299266,129.801360555556,0,"1-500TWh","1-500TWh","No data","1-169 MTCO2e",0.024941,0,"No data",2144421,6141851,NA,"1-5 million t","1-10 million t",NA
"23","Bhutan",76.17,-1.47,0,0,0,0,0,"BT","BTN",64,3,27.5,90.5,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","<0 MTCO2e",0.004684,0,"No data",574835,NA,772843,"1-5 million t",NA,"1-5 million t"
"24","Botswana",70.17,69.97,0,0,0,0,0,"BW","BWA",72,7,-22,24,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.017333,0,"No data",2863097,NA,3447594,"1-5 million t",NA,"1-5 million t"
"25","Central African Republic",124.5,75.62,0,0,0,0,0,"CF","CAF",140,7,7,21,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.000844,0,"No data",307653,NA,NA,"1-5 million t",NA,NA
"26","Canada",71,779.08,9,2,44,0,0,"CA","CAN",124,2,60,-95,"Global","North America",2,9,2,66,2,7,2,0,1,3,5,1,1,0,0,0,0,0,57,4,5,2,0,30,4,2,3,6,2,19,1,0,1,0,0,0,1,1,0,0,15,11,68,2,96,15,66,3064.064947549,1689.8585,316.325833333333,"2000-4000TWh","1500-2000TWH","1-500TWh","500-1000 MTCO2e",1.582405,66.06,"60-80%",265862999,234200026,51655954,"100-500 million t","100-500 million t","50-100 million t"
"27","Switzerland",85.33,46.66,1,0,11,0,0,"CH","CHE",756,2,47,8,"Global","Europe",0,1,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,6,2,7,1,3,0,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,21,0,25,1,21,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.103403,50.524,"40-60%",28416120,6846235,479110,"10-50 million t","1-10 million t","1-5 million t"
"28","Chile",25.17,3.62,0,0,0,0,0,"CL","CHL",152,2,-30,-71,"Global","South America",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.231239,77.149,"60-80%",47431109,11479202,24444998,"10-50 million t","10-50 million t","10-50 million t"
"29","China",38,11577.98,1,1,1,0,0,"CN","CHN",156,1,35,105,"Global","Asia",1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,5,2,3,2221.49282,1775.59832833333,22154.4387083333,"2000-4000TWh","1500-2000TWH","10000-30000TWh",">10000 MTCO2e",27.920674,85.142,"80-90%",1518178723,593673153,7235953180,"5 billion t","1 billion t","> 7 billion t"
"30","Côte d'Ivoire",95,30.2,0,0,0,0,0,"CI","CIV",384,7,8,-5,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0,0,"No data",8264647,4681808,NA,"1-10 million t","1-5 million t",NA
"31","Cameroon",102.83,208.95,0,0,1,0,0,"CM","CMR",120,7,6,12,"Global","Africa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"No data","No data","No data","169-500 MTCO2e",0.020836,0,"No data",5587123,997058,NA,"1-10 million t","1-5 million t",NA
"32","Congo, (Kinshasa)",65.67,224.74,0,0,0,0,0,"CD","COD",180,7,0,25,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","169-500 MTCO2e",0.006264,0,"No data",2202945,NA,NA,"1-5 million t",NA,NA
"33","Congo (Brazzaville)",104,48.99,0,0,0,0,0,"CG","COG",178,7,-1,15,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.3478499601,0,0,"1-500TWh","No data","No data","1-169 MTCO2e",0.009486,0,"No data",2047219,1042232,NA,"1-5 million t","1-5 million t",NA
"34","Colombia",45.67,222.64,0,0,0,0,0,"CO","COL",170,7,4,-72,"Global","South America",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,542.6122501857,131.938894166667,673.810713055556,"500-1000TWH","1-500TWh","500-1000TWH","169-500 MTCO2e",0.280457,75.014,"60-80%",48696695,24430688,22758113,"10-50 million t","10-50 million t","10-50 million t"
"35","Costa Rica",77.5,4.59,1,0,0,0,0,"CR","CRI",188,1,10,-84,"Global","North America",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,1,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.023346,0,"No data",7854231,NA,31889,"1-10 million t",NA,"1-5 million t"
"36","Cuba",0,31.75,0,0,0,0,0,"CU","CUB",192,7,21.5,-80,"Global","North America",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.071316,0,"No data",22585205,2800152,24449,"10-50 million t","1-5 million t","1-5 million t"
"37","Cyprus",124.5,8.23,0,0,0,0,0,"CY","CYP",196,2,35,33,"Global","Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.020075,95.671,"95-100%",6385964,227,66117,"1-10 million t","1-5 million t","1-5 million t"
"38","Czech Republic",98.67,111.53,1,0,0,0,0,"CZ","CZE",203,2,49.75,15.5,"Global","Europe",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,156.244549166667,"No data","No data","1-500TWh","1-169 MTCO2e",0.277184,78.162,"60-80%",22460027,17292202,57914507,"10-50 million t","10-50 million t","50-100 million t"
"39","Germany",63.83,810.14,1,1,24,0,0,"DE","DEU",276,2,51,9,"Global","Europe",2,0,12,31,1,1,1,0,0,0,1,1,0,0,0,0,0,0,16,13,2,10,1,6,0,6,13,3,12,2,0,0,0,0,1,0,0,0,0,0,3,2,43,1,49,15,31,0,53.3075936111111,330.527778333333,"No data","1-500TWh","1-500TWh","500-1000 MTCO2e",1.926258,77.422,"60-80%",269422970,172918463,235700987,"100-500 million t","100-500 million t","100-500 million t"
"40","Djibouti",124.5,1.47,0,0,0,0,0,"DJ","DJI",262,7,11.5,43,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.001096,0,"No data",330995,NA,NA,"1-5 million t",NA,NA
"41","Denmark",104.17,47.28,2,1,11,0,0,"DK","DNK",208,2,56,10,"Global","Europe",2,1,6,8,1,1,1,0,1,0,0,0,0,1,0,0,1,0,7,4,1,0,2,0,0,5,0,2,6,1,0,0,0,0,0,0,0,1,0,0,0,3,14,1,18,10,8,58.35043142,32.0255677777778,0,"1-500TWh","1-500TWh","No data","1-169 MTCO2e",0.088019,68.429,"60-80%",20562407,6020987,3700858,"10-50 million t","1-10 million t","1-5 million t"
"42","Dominican Republic",74.83,29.11,0,0,0,0,0,"DO","DOM",214,7,19,-70.6667,"Global","North America",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.075131,0,"No data",16761625,3039004,5574298,"10-50 million t","1-5 million t","5-10 million t"
"43","Algeria",77.5,209.41,0,0,0,0,0,"DZ","DZA",12,7,28,3,"Global","Africa",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,748.1579,869.5225,0,"500-1000TWH","500-1000TWH","No data","169-500 MTCO2e",0.471187,99.727,"95-100%",60191971,94403586,2184308,"50-100 million t","50-100 million t","1-5 million t"
"44","Ecuador",69.17,98.95,0,0,0,0,0,"EC","ECU",218,7,-2,-77.5,"Global","South America",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,330.9957485124,0,0,"1-500TWh","No data","No data","1-169 MTCO2e",0.111248,69.48,"60-80%",35947773,1181495,NA,"10-50 million t","1-5 million t",NA
"45","Egypt",59.67,316.11,0,0,0,0,0,"EG","EGY",818,7,27,30,"Global","Africa",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,369.97356,649.386966944444,0,"1-500TWh","500-1000TWH","No data","169-500 MTCO2e",0.676821,95.444,"95-100%",109319470,114242671,2290511,"100-500 million t","100-500 million t","1-5 million t"
"46","Eritrea",124.5,7.9,0,0,0,0,0,"ER","ERI",232,7,15,39,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.001996,0,"No data",650309,NA,NA,"1-5 million t",NA,NA
"47","Spain",66.33,282.81,2,3,0,0,0,"ES","ESP",724,2,40,-4,"Global","Europe",0,2,0,6,3,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,1,2,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,6,3,12,5,6,0,0,18.3771508333333,"No data","No data","1-500TWh","169-500 MTCO2e",0.693396,73.927,"60-80%",143413194,70999649,21796710,"100-500 million t","50-100 million t","10-50 million t"
"48","Estonia",124.5,19.45,0,0,0,0,0,"EE","EST",233,2,59,26,"Global","Europe",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.038112,92.399,"90-95",3477046,797655,9231332,"1-5 million t","1-5 million t","5-10 million t"
"49","Ethiopia",64.33,189.82,0,0,0,0,0,"ET","ETH",231,3,8,38,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","169-500 MTCO2e",0.044606,0,"No data",11518639,NA,1519907,"10-50 million t",NA,"1-5 million t"
"50","Finland",124.5,62.81,0,0,0,0,0,"FI","FIN",246,2,64,26,"Global","Europe",1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,3,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.1143,55.234,"40-60%",20980444,4380067,14930476,"10-50 million t","1-5 million t","10-50 million t"
"51","Fiji",51,0.24,0,0,0,0,0,"FJ","FJI",242,7,-18,175,"Global","Oceania",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"No data","No data","No data","No data",0.006194,0,"No data",2172959,NA,NA,"1-5 million t",NA,NA
"52","Falkland Islands (Malvinas)",0,0,0,0,0,0,0,"FK","FLK",238,7,-51.75,-59,"Global","South America",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","No data",0,0,"No data",NA,NA,NA,NA,NA,NA
"53","France",33.33,349.4,2,0,43,0,0,"FR","FRA",250,2,46,2,"Global","Europe",2,0,36,28,0,0,2,0,0,0,1,0,0,0,0,0,1,0,43,5,2,14,0,4,1,3,14,5,36,0,1,0,0,0,0,0,0,0,0,0,11,2,64,0,77,38,28,0,0,0,"No data","No data","No data","169-500 MTCO2e",0.888405,51.479,"40-60%",195865654,86745961,27274078,"100-500 million t","50-100 million t","10-50 million t"
"54","Gabon",124.5,-84.89,0,0,0,0,0,"GA","GAB",266,6,-1,11.75,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4954450824,0,0,"1-500TWh","No data","No data","<0 MTCO2e",0.012911,0,"No data",2559973,664705,NA,"1-5 million t","1-5 million t",NA
"55","United Kingdom",65.17,462.81,5,3,149,0,0,"GB","GBR",826,2,54,-2,"Global","Europe",2,4,13,372,3,3,3,0,0,1,4,1,0,0,0,0,0,0,316,21,13,6,27,183,5,14,9,31,13,121,6,0,1,0,0,0,3,0,0,0,11,6,385,3,405,22,372,602.6399395043,395.352276388889,17.5399241666667,"500-1000TWH","1-500TWh","1-500TWh","169-500 MTCO2e",1.014995,79.158,"60-80%",169579061,161254852,27250224,"100-500 million t","100-500 million t","10-50 million t"
"56","Georgia",44,17.41,0,0,0,0,0,"GE","GEO",268,7,42,43.5,"Global","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.028228,0,"No data",3567611,4573262,1455571,"1-5 million t","1-5 million t","1-5 million t"
"57","Ghana",23.33,51.26,0,0,0,0,0,"GH","GHA",288,7,8,-2,"Global","Africa",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.041052,0,"No data",10848352,2561669,NA,"10-50 million t","1-5 million t",NA
"58","Guinea",86.33,45.4,0,0,0,0,0,"GN","GIN",324,7,11,-10,"Global","Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No data","No data","No data","1-169 MTCO2e",0.008653,0,"No data",3153404,NA,NA,"1-5 million t",NA,NA
