"","Category","Fuel_type","Fuel_subtype","Country","ISO2","ISO3","UN","City_state_or_province","mbl_country","mbl_city_region","Start","End","Sources_and_more_info","Sources_2","Sources_3","Policy","Sources_and_more_info_hyperlinks","Column1","a","b","MBL_Class_Moratorium","MBL_Class_Ban","MBL_Class_Partial_Ban","MBL_Class_Limitation","MBL_Type_Oil","MBL_Type_Gas","MBL_Type_Coal","MBL_Type_Offshore","MBL_Type_Oil_Gas","MBL_Type_Oil_Gas_Coal","MBL_Type_Coal_Gas","MBL_Type_All","MBL_Type_Ore","Date","date"
"168","Ban","Gas","Shale","Netherlands","NL","NLD",528,"Netherlands (National)",1,0,2015,"ongoing","https://www.dutchnews.nl/news/2018/02/dutch-minister-confirms-ban-on-drilling-shale-gas-not-an-option/","https://hcss.nl/sites/default/files/files/reports/Shale_Gas_webversieSC.pdf",NA,1,"Link","Link",2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,2015-01-01,2015-01-01
"169","Ban","Coal","Coal","Netherlands","NL","NLD",528,"Netherlands (National)",1,0,2019,"2030","https://climate-laws.org/geographies/netherlands/laws/law-prohibiting-coal-in-electricity-production",NA,NA,1,"Link","Link",2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,2019-01-01,2019-01-01
"170","Ban","Oil","Offshore","New Zealand","NZ","NZL",554,"New Zealand (National)",1,0,2018,"ongoing","http://gisborneherald.co.nz/localnews/3322337-135/moratorium-on-further-offshore-oil-exploration","https://www.theguardian.com/world/2018/apr/12/new-zealand-bans-all-new-offshore-oil-exploration-as-part-of-carbon-neutral-future",NA,1,"Link","Link",1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2018-01-01,2018-01-01
"171","Limitation","Coal","Coal","North Macedonia, Republic of","MK","MKD",NA,"North Macedonia, Republic of (National)",1,0,2020,"2025","https://climate-laws.org/geographies/north-macedonia-republic-of-north-macedonia/policies/energy-development-strategy-until-2040",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020-01-01,2020-01-01
"172","Ban","Coal","Coal","Pakistan","PK","PAK",586,"Pakistan (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/12/16/pakistan-signals-coal-power-exit-potential-model-chinas-belt-road/",NA,NA,1,"Link","Link",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2020-01-01,2020-01-01
"173","Moratorium","Coal","Coal","Philippines","PH","PHL",608,"Philippines (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/10/28/philippines-declares-moratorium-new-coal-power-plants/",NA,NA,1,"Link","Link",3,3,6,0,0,0,0,0,6,0,0,0,0,0,0,2020-01-01,2020-01-01
"174","Moratorium","Coal","Coal","Philippines","PH","PHL",608,"Philippines (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/10/28/philippines-declares-moratorium-new-coal-power-plants/","https://www.doe.gov.ph/press-releases/doe-sec-cusi-declares-moratorium-endorsements-greenfield-coal-power-plants",NA,1,"Link","Link",3,3,6,0,0,0,0,0,6,0,0,0,0,0,0,2020-01-01,2020-01-01
"175","Limitation","Coal","Coal","Poland","PL","POL",616,"Poland (National)",1,0,2021,"2040","https://climate-laws.org/geographies/poland/policies/energy-policy-of-poland-until-2030-and-2040-pep-2030-and-pep-2040",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-01-01,2021-01-01
"176","Moratorium","Oil","Petrol Vehicles","Singapore","SG","SGP",702,"Singapore (National)",1,0,2040,NA,"https://www.reuters.com/article/us-singapore-economy-budget-autos-idUSKBN20C15D",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2040-01-01,2040-01-01
"177","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,2030,NA,"https://ukcop26.org/global-coal-to-clean-power-transition-statement/",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2030-01-01,2030-01-01
"178","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,2050,NA,"https://www.straitstimes.com/world/singapore-pledges-to-phase-out-unabated-coal-in-electricity-mix-by-2050",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2050-01-01,2050-01-01
"179","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,NA,NA,"https://www.cnbc.com/amp/2021/11/04/seo-cop26-165-countries-pledge-to-phase-out-coal.html",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,NA,NA
"180","Limitation","Coal","Coal","Slovakia","SK","SVK",703,"Slovakia (National)",1,0,2019,"2030","https://climate-laws.org/geographies/slovakia/policies/greener-slovakia-strategy-of-the-environmental-policy-of-the-slovak-republic-until-2030",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2019-01-01,2019-01-01
"181","Moratorium","Gas","Shale","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2011,"2012","https://www.alternet.org/fracking/south-africa-lifts-fracking-moratorium-citizens-alarmed-us-fracking-examples","https://www.sourcewatch.org/index.php/South_Africa_and_fracking","https://www.indexmundi.com/energy/?country=nz&product=oil&graph=production",1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2011-01-01,2011-01-01
"182","Moratorium","Oil & Gas",NA,"South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2018,"2018","https://www.petroleum-economist.com/articles/politics-economics/africa/2018/south-africa-imposes-licensing-restrictions","https://m.miningweekly.com/article/mantashe-lifts-moratorium-on-oil-gas-applications-to-kickstart-exploration-2018-11-29/rep_id:3861",NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2018-01-01,2018-01-01
"183","Moratorium","Oil & Gas","Oil and gas","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2018,NA,"https://www.reuters.com/article/ozabs-uk-safrica-energy-idAFKCN1NY0Q0-OZABS",NA,NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2018-01-01,2018-01-01
"184","Limitation","Coal","Coal","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2020,NA,"https://www.hellenicshippingnews.com/as-all-of-the-global-coal-giants-exit-south-africa-eskom-to-depend-on-two-miners-for-70-of-its-supply/",NA,NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2020-01-01,2020-01-01
"185","Moratorium","Gas & Coal","Gas & Coal","Thailand","TH","THA",764,"Thailand (National)",1,0,2031,NA,"https://www.egat.co.th/en/images/about-egat/PDP2015_Eng.pdf",NA,NA,1,"Link","Link",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2031-01-01,2031-01-01
"186","Moratorium","Gas","Shale","United Kingdom","GB","GBR",826,"United Kingdom (Supra-National)",1,0,2011,"2012","https://www.dlapiper.com/en/canada/insights/publications/2012/12/british-government-lifts-yearold-fracking-morato__/","https://www.wsj.com/articles/u-k-region-approves-first-fracking-permit-since-2011-1464029474",NA,1,"Link","Link",2,4,3,3,0,0,1,4,1,0,0,0,0,0,0,2011-01-01,2011-01-01
"187","Ban","Coal","Coal","United Kingdom","GB","GBR",826,"United Kingdom (Supra-National)",1,0,2021,"2024","https://www.gov.uk/government/news/end-to-coal-power-brought-forward-to-october-2024",NA,NA,1,"Link","Link",2,4,3,3,0,0,1,4,1,0,0,0,0,0,0,2021-01-01,2021-01-01
"188","Ban","Oil & Gas",NA,"United States of America","US","USA",840,"United States of America (National)",1,0,1972,"ongoing","https://web.archive.org/web/20120508220037/http://www.epa.gov/aboutepa/history/topics/mprsa/",NA,NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,1972-01-01,1972-01-01
"189","Moratorium","Oil","Offshore","United States of America","US","USA",840,"United States of America (National)",1,0,2010,"2010","https://www.doi.gov/news/pressreleases/Salazar-Calls-for-New-Safety-Measures-for-Offshore-Oil-and-Gas-Operations-Orders-Six-Month-Moratorium-on-Deepwater-Drilling","http://www.pjstar.com/x1740775760/Judge-blocks-Gulf-offshore-drilling-moratorium","https://www.boem.gov/BOEM-2015-036/",1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2010-01-01,2010-01-01
"190","Ban","Coal",NA,"United States of America","US","USA",840,"United States of America (National)",1,0,2016,"ongoing","https://www.washingtonpost.com/news/energy-environment/wp/2016/01/14/obama-administration-set-to-announce-moratorium-on-some-new-federal-coal-leases/","https://www.nytimes.com/2016/01/15/us/politics/in-climate-move-obama-to-halt-new-coal-mining-leases-on-public-lands.html",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2016-01-01,2016-01-01
"191","Ban","Gas","Shale","Uruguay","UY","URY",858,"Uruguay (National)",1,0,2017,"ongoing","https://legislativo.parlamento.gub.uy/temporales/D20172311038-012141286.pdf#page=","https://ejatlas.org/conflict/fracking-sobre-el-acuifero-guarani","https://www.eia.gov/analysis/studies/worldshalegas/pdf/overview.pdf",1,"Link","Link",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017-01-01,2017-01-01
"192","Moratorium","Coal","Coal","Viet Nam","VN","VNM",704,"Viet Nam (National)",1,0,2030,NA,"https://ukcop26.org/global-coal-to-clean-power-transition-statement/",NA,NA,1,"Link","Link",2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2030-01-01,2030-01-01
